Title,Recommended_Title,Type,Genres,Similarity_Score
A Haunted House,Scary Movie,Movie,"Comedies, Horror Movies",0.19
A Haunted House,Marlon,TV Show,TV Comedies,0.163
A Haunted House,Waiting...,Movie,"Comedies, Independent Movies",0.16
A Haunted House,Naked,Movie,"Comedies, Romantic Movies",0.156
Down to Earth with Zac Efron,Babies,TV Show,"Docuseries, Science & Nature TV",0.19
Down to Earth with Zac Efron,House of Z,Movie,Documentaries,0.157
Down to Earth with Zac Efron,City in the Sky,TV Show,"British TV Shows, Docuseries, Science & Nature TV",0.15
Down to Earth with Zac Efron,17 Again,Movie,Comedies,0.149
Down to Earth with Zac Efron,"Extremely Wicked, Shockingly Evil and Vile",Movie,"Dramas, Independent Movies",0.146
Dr Jason Leong Hashtag Blessed,In Laws,TV Show,"International TV Shows, Romantic TV Shows, TV Dramas",0.191
Dr Jason Leong Hashtag Blessed,Pete Davidson: Alive From New York,Movie,Stand-Up Comedy,0.132
Dr Jason Leong Hashtag Blessed,Mike Epps: Only One Mike,Movie,Stand-Up Comedy,0.123
Dr Jason Leong Hashtag Blessed,The Chefs' Line,TV Show,"International TV Shows, Reality TV",0.12
Dr Jason Leong Hashtag Blessed,Queens of Comedy,TV Show,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",0.117
Dr. Seuss' The Cat in the Hat,My Sister's Keeper,Movie,Dramas,0.108
Dr. Seuss' The Cat in the Hat,Secrets of Althorp - The Spencers,Movie,"Documentaries, International Movies",0.102
Dr. Seuss' The Cat in the Hat,Madagascar: Escape 2 Africa,Movie,"Children & Family Movies, Comedies",0.099
Dr. Seuss' The Cat in the Hat,Coraline,Movie,Children & Family Movies,0.099
Dr. Seuss' The Cat in the Hat,Night Moves,Movie,"Dramas, Independent Movies, Thrillers",0.091
Dr. Seuss' The Grinch,Voices of Fire,TV Show,"Docuseries, Reality TV",0.153
Dr. Seuss' The Grinch,How the Grinch Stole Christmas,Movie,"Children & Family Movies, Comedies",0.127
Dr. Seuss' The Grinch,Mark Gatiss: A Study in Sherlock,Movie,Movies,0.118
Dr. Seuss' The Grinch,Christmas Break-In,Movie,"Children & Family Movies, Comedies",0.102
Dr. Seuss' The Grinch,Quincy,Movie,"Documentaries, Music & Musicals",0.09
Dr. Seuss' The Lorax,Jenny Slate: Stage Fright,Movie,"Documentaries, Stand-Up Comedy",0.145
Dr. Seuss' The Lorax,Down to Earth with Zac Efron,TV Show,"Docuseries, Reality TV, Science & Nature TV",0.127
Dr. Seuss' The Lorax,Miss Americana,Movie,"Documentaries, Music & Musicals",0.126
Dr. Seuss' The Lorax,Taylor Swift reputation Stadium Tour,Movie,Music & Musicals,0.114
Dr. Seuss' The Lorax,The Secret Life of Pets 2,Movie,"Children & Family Movies, Comedies",0.109
Dracula,I AM A KILLER,TV Show,"British TV Shows, Crime TV Shows, Docuseries",0.171
Dracula,Fear Files... Har Mod Pe Darr,TV Show,"International TV Shows, TV Horror, TV Thrillers",0.169
Dracula,Killer Women with Piers Morgan,TV Show,"British TV Shows, Crime TV Shows, Docuseries",0.156
Dracula,Argon,TV Show,"International TV Shows, Korean TV Shows, TV Dramas",0.154
Dracula,Encounters with Evil,TV Show,"British TV Shows, Crime TV Shows, Docuseries",0.147
DRAGON PILOT: Hisone & Masotan,The Seven Deadly Sins,TV Show,"Anime Series, International TV Shows",0.162
DRAGON PILOT: Hisone & Masotan,Fate/stay night: Unlimited Blade Works,TV Show,"Anime Series, International TV Shows",0.14
DRAGON PILOT: Hisone & Masotan,Fullmetal Alchemist: Brotherhood,TV Show,"Anime Series, International TV Shows",0.136
DRAGON PILOT: Hisone & Masotan,Aggretsuko,TV Show,"Anime Series, International TV Shows",0.116
DRAGON PILOT: Hisone & Masotan,GRANBLUE FANTASY the Animation,TV Show,"Anime Series, International TV Shows",0.115
Dragon Quest Your Story,Road To High & Low,Movie,"Action & Adventure, International Movies",0.158
Dragon Quest Your Story,High & Low The Movie,Movie,"Action & Adventure, International Movies",0.125
Dragon Quest Your Story,GANTZ:O,Movie,"Action & Adventure, Anime Features, Horror Movies",0.124
Dragon Quest Your Story,NiNoKuni,Movie,"Action & Adventure, Anime Features, Children & Family Movies",0.124
Dragon Quest Your Story,Modest Heroes: Ponoc Short Films Theatre,Movie,"Anime Features, Children & Family Movies",0.108
Dragon Tiger Gate,Hero,Movie,"Action & Adventure, International Movies",0.306
Dragon Tiger Gate,Kung Fu Hustle,Movie,"Action & Adventure, Comedies, Cult Movies",0.238
Dragon Tiger Gate,Ip Man 4: The Finale,Movie,"Action & Adventure, Dramas, International Movies",0.211
Dragon Tiger Gate,Ip Man 3,Movie,"Action & Adventure, Dramas, International Movies",0.202
Dragon Tiger Gate,Ip Man,Movie,"Action & Adventure, Dramas, International Movies",0.201
Dragon's Dogma,Naruto,TV Show,"Anime Series, International TV Shows",0.156
Dragon's Dogma,K,TV Show,"Anime Series, Crime TV Shows, International TV Shows",0.131
Dragon's Dogma,Monthly Girls' Nozaki Kun,TV Show,"Anime Series, Romantic TV Shows",0.126
Dragon's Dogma,No Game No Life,TV Show,"Anime Series, International TV Shows",0.122
Dragon's Dogma,Parasyte: The Maxim,TV Show,"Anime Series, International TV Shows, TV Horror",0.116
A Haunting at Silver Falls: The Return,Havenhurst,Movie,"Horror Movies, Thrillers",0.082
A Haunting at Silver Falls: The Return,Taylor Swift reputation Stadium Tour,Movie,Music & Musicals,0.079
A Haunting at Silver Falls: The Return,4th Man Out,Movie,"Comedies, LGBTQ Movies",0.079
A Haunting at Silver Falls: The Return,Lifechanger,Movie,"Horror Movies, Independent Movies, Thrillers",0.074
A Haunting at Silver Falls: The Return,Princess Cyd,Movie,"Dramas, Independent Movies, LGBTQ Movies",0.071
Dragonheart,The OA,TV Show,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",0.133
Dragonheart,Inception,Movie,"Action & Adventure, Sci-Fi & Fantasy, Thrillers",0.124
Dragonheart,The Cloverfield Paradox,Movie,"Action & Adventure, Sci-Fi & Fantasy",0.117
Dragonheart,Solomon Kane,Movie,"Action & Adventure, International Movies, Sci-Fi & Fantasy",0.114
Dragonheart,My Friend Pinto,Movie,"Comedies, International Movies, Sci-Fi & Fantasy",0.112
Dragonheart 3: The Sorcerer,The Brothers Grimm,Movie,"Action & Adventure, Sci-Fi & Fantasy",0.141
Dragonheart 3: The Sorcerer,Dragonheart: Battle for the Heartfire,Movie,"Action & Adventure, Sci-Fi & Fantasy",0.139
Dragonheart 3: The Sorcerer,Dragonheart,Movie,"Action & Adventure, Sci-Fi & Fantasy",0.097
Dragonheart 3: The Sorcerer,V for Vendetta,Movie,"Action & Adventure, Dramas, Sci-Fi & Fantasy",0.093
Dragonheart 3: The Sorcerer,Doom: Annihilation,Movie,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",0.091
Dragonheart: A New Beginning,Harry Benson: Shoot First,Movie,Documentaries,0.115
Dragonheart: A New Beginning,Inception,Movie,"Action & Adventure, Sci-Fi & Fantasy, Thrillers",0.103
Dragonheart: A New Beginning,Dragonheart,Movie,"Action & Adventure, Sci-Fi & Fantasy",0.097
Dragonheart: A New Beginning,A Boy Called Po,Movie,"Dramas, Sci-Fi & Fantasy",0.092
Dragonheart: A New Beginning,Dragonheart 3: The Sorcerer,Movie,"Action & Adventure, Sci-Fi & Fantasy",0.088
Dragonheart: Battle for the Heartfire,Backdraft 2,Movie,"Action & Adventure, Dramas",0.155
Dragonheart: Battle for the Heartfire,Dragonheart 3: The Sorcerer,Movie,"Action & Adventure, Sci-Fi & Fantasy",0.139
Dragonheart: Battle for the Heartfire,MindGamers,Movie,"International Movies, Sci-Fi & Fantasy, Thrillers",0.117
Dragonheart: Battle for the Heartfire,Dragonheart,Movie,"Action & Adventure, Sci-Fi & Fantasy",0.107
Dragonheart: Battle for the Heartfire,Hinterland,TV Show,"British TV Shows, Crime TV Shows, International TV Shows",0.092
Dragonheart: Vengeance,Terminator Salvation,Movie,"Action & Adventure, Sci-Fi & Fantasy",0.112
Dragonheart: Vengeance,Cursed,TV Show,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",0.096
Dragonheart: Vengeance,Howards End,Movie,"Classic Movies, Dramas, Independent Movies",0.091
Dragonheart: Vengeance,Calibre,Movie,"Dramas, International Movies, Thrillers",0.088
Dragonheart: Vengeance,Dragonheart 3: The Sorcerer,Movie,"Action & Adventure, Sci-Fi & Fantasy",0.085
Dragonkala Ka Rahasya,Bheemayan,Movie,Children & Family Movies,0.251
Dragonkala Ka Rahasya,Chhota Bheem Kungfu Dhamaka,Movie,Children & Family Movies,0.213
Dragonkala Ka Rahasya,Chhota Bheem and the Curse of Damyaan,Movie,Children & Family Movies,0.154
Dragonkala Ka Rahasya,Mighty Raju Rio Calling,Movie,"Children & Family Movies, Sports Movies",0.136
Dragonkala Ka Rahasya,Ram Teri Ganga Maili,Movie,"Classic Movies, Dramas, International Movies",0.126
Dragons: Dawn of the Dragon Racers,Dragons: Race to the Edge,TV Show,"Kids' TV, TV Action & Adventure",0.559
Dragons: Dawn of the Dragon Racers,How to Train Your Dragon 2,Movie,Children & Family Movies,0.284
Dragons: Dawn of the Dragon Racers,DreamWorks How to Train Your Dragon Legends,TV Show,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",0.191
Dragons: Dawn of the Dragon Racers,ParaNorman,Movie,"Children & Family Movies, Comedies",0.143
Dragons: Dawn of the Dragon Racers,Hot Bot,Movie,Comedies,0.136
Dragons: Race to the Edge,Dragons: Dawn of the Dragon Racers,Movie,"Children & Family Movies, Comedies",0.559
Dragons: Race to the Edge,How to Train Your Dragon 2,Movie,Children & Family Movies,0.372
Dragons: Race to the Edge,DreamWorks How to Train Your Dragon Legends,TV Show,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",0.315
Dragons: Race to the Edge,DreamWorks Holiday Classics,TV Show,"Kids' TV, TV Comedies",0.244
Dragons: Race to the Edge,Flaked,TV Show,"TV Comedies, TV Dramas",0.118
Dragons: Rescue Riders,Dragons: Rescue Riders: Secrets of the Songwing,Movie,"Children & Family Movies, Comedies",0.529
Dragons: Rescue Riders,Dragons: Rescue Riders: Hunt for the Golden Dragon,Movie,"Children & Family Movies, Comedies",0.457
Dragons: Rescue Riders,Dragons: Rescue Riders: Huttsgalor Holiday,Movie,"Children & Family Movies, Comedies",0.371
Dragons: Rescue Riders,Bunk'd,TV Show,"Kids' TV, TV Comedies",0.129
Dragons: Rescue Riders,Prince Jai Aur Dumdaar Viru,TV Show,"Kids' TV, TV Comedies",0.101
Dragons: Rescue Riders: Hunt for the Golden Dragon,Dragons: Rescue Riders: Secrets of the Songwing,Movie,"Children & Family Movies, Comedies",0.618
Dragons: Rescue Riders: Hunt for the Golden Dragon,Dragons: Rescue Riders: Huttsgalor Holiday,Movie,"Children & Family Movies, Comedies",0.54
Dragons: Rescue Riders: Hunt for the Golden Dragon,Dragons: Rescue Riders,TV Show,"Kids' TV, TV Comedies",0.457
Dragons: Rescue Riders: Hunt for the Golden Dragon,Puss in Book: Trapped in an Epic Tale,Movie,"Children & Family Movies, Comedies",0.103
Dragons: Rescue Riders: Hunt for the Golden Dragon,Puss in Boots,Movie,"Children & Family Movies, Comedies",0.097
A Heavy Heart,Berlin Calling,Movie,"Dramas, International Movies, Music & Musicals",0.146
A Heavy Heart,My Fuhrer,Movie,"Comedies, International Movies",0.111
A Heavy Heart,Alles ist gut,Movie,"Dramas, International Movies",0.106
A Heavy Heart,Real Rob,TV Show,TV Comedies,0.104
A Heavy Heart,A Choo,Movie,"Action & Adventure, International Movies, Romantic Movies",0.088
Dragons: Rescue Riders: Huttsgalor Holiday,Dragons: Rescue Riders: Hunt for the Golden Dragon,Movie,"Children & Family Movies, Comedies",0.54
Dragons: Rescue Riders: Huttsgalor Holiday,Dragons: Rescue Riders: Secrets of the Songwing,Movie,"Children & Family Movies, Comedies",0.513
Dragons: Rescue Riders: Huttsgalor Holiday,Dragons: Rescue Riders,TV Show,"Kids' TV, TV Comedies",0.371
Dragons: Rescue Riders: Huttsgalor Holiday,Iron Man & Captain America: Heroes United,Movie,"Children & Family Movies, Sci-Fi & Fantasy",0.094
Dragons: Rescue Riders: Huttsgalor Holiday,Elf Pets: Santa’s Reindeer Rescue,Movie,Children & Family Movies,0.085
Dragons: Rescue Riders: Secrets of the Songwing,Dragons: Rescue Riders: Hunt for the Golden Dragon,Movie,"Children & Family Movies, Comedies",0.618
Dragons: Rescue Riders: Secrets of the Songwing,Dragons: Rescue Riders,TV Show,"Kids' TV, TV Comedies",0.529
Dragons: Rescue Riders: Secrets of the Songwing,Dragons: Rescue Riders: Huttsgalor Holiday,Movie,"Children & Family Movies, Comedies",0.513
Dragons: Rescue Riders: Secrets of the Songwing,Fast & Furious Spy Racers,TV Show,Kids' TV,0.113
Dragons: Rescue Riders: Secrets of the Songwing,Charming,Movie,"Children & Family Movies, Comedies",0.1
Dramaworld,Designated Survivor: 60 Days,TV Show,"International TV Shows, Korean TV Shows, TV Dramas",0.177
Dramaworld,Live,TV Show,"Crime TV Shows, International TV Shows, Korean TV Shows",0.173
Dramaworld,This Is My Love,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows",0.17
Dramaworld,Argon,TV Show,"International TV Shows, Korean TV Shows, TV Dramas",0.169
Dramaworld,Mr. Sunshine,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows",0.167
Dream Big: Engineering Our World,"We, the Marines",Movie,"Documentaries, International Movies",0.251
Dream Big: Engineering Our World,National Parks Adventure,Movie,Documentaries,0.209
Dream Big: Engineering Our World,Hell or High Water,Movie,"Dramas, Independent Movies",0.14
Dream Big: Engineering Our World,The Men Who Stare at Goats,Movie,Comedies,0.131
Dream Big: Engineering Our World,Jeff Dunham: Minding the Monsters,Movie,Stand-Up Comedy,0.129
Dream Boat,All In My Family,Movie,"Documentaries, LGBTQ Movies",0.119
Dream Boat,Bully,Movie,Documentaries,0.117
Dream Boat,Circus of Books,Movie,"Documentaries, LGBTQ Movies",0.113
Dream Boat,The Boys in the Band: Something Personal,Movie,"Documentaries, LGBTQ Movies",0.112
Dream Boat,Michael Lost and Found,Movie,"Documentaries, International Movies, LGBTQ Movies",0.109
Dream Home Makeover,Chelsea,TV Show,"Stand-Up Comedy & Talk Shows, TV Comedies",0.157
Dream Home Makeover,The Holiday Movies That Made Us,TV Show,Docuseries,0.133
Dream Home Makeover,Haunted,TV Show,"Reality TV, TV Horror, TV Thrillers",0.129
Dream Home Makeover,We Are the Champions,TV Show,"Docuseries, Reality TV",0.116
Dream Home Makeover,No Time for Shame,TV Show,"International TV Shows, Reality TV, Spanish-Language TV Shows",0.112
Dream/Killer,Craig Ferguson: Tickle Fight,Movie,Stand-Up Comedy,0.204
Dream/Killer,Murder to Mercy: The Cyntoia Brown Story,Movie,Documentaries,0.14
Dream/Killer,I AM A KILLER: RELEASED,TV Show,"British TV Shows, Crime TV Shows, Docuseries",0.139
Dream/Killer,Kings of Jo'Burg,TV Show,"Crime TV Shows, International TV Shows, TV Dramas",0.138
Dream/Killer,DreamWorks How to Train Your Dragon Legends,TV Show,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",0.132
DreamWorks Happy Holidays from Madagascar,Madagascar: Escape 2 Africa,Movie,"Children & Family Movies, Comedies",0.369
DreamWorks Happy Holidays from Madagascar,DreamWorks Holiday Classics,TV Show,"Kids' TV, TV Comedies",0.335
DreamWorks Happy Holidays from Madagascar,Chris Rock Total Blackout: The Tamborine Extended Cut,Movie,Stand-Up Comedy,0.164
DreamWorks Happy Holidays from Madagascar,The Original Kings of Comedy,Movie,Stand-Up Comedy,0.147
DreamWorks Happy Holidays from Madagascar,Penguins of Madagascar: The Movie,Movie,"Children & Family Movies, Comedies",0.145
DreamWorks Holiday Classics,DreamWorks Happy Holidays from Madagascar,TV Show,"Kids' TV, TV Comedies",0.335
DreamWorks Holiday Classics,DreamWorks How to Train Your Dragon Legends,TV Show,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",0.33
DreamWorks Holiday Classics,How to Train Your Dragon 2,Movie,Children & Family Movies,0.278
DreamWorks Holiday Classics,DreamWorks Shrek's Swamp Stories,TV Show,"Kids' TV, TV Action & Adventure, TV Comedies",0.252
DreamWorks Holiday Classics,Dragons: Race to the Edge,TV Show,"Kids' TV, TV Action & Adventure",0.244
DreamWorks Home: For the Holidays,Home: Adventures with Tip & Oh,TV Show,"Kids' TV, TV Comedies",0.399
DreamWorks Home: For the Holidays,Middleditch & Schwartz,TV Show,TV Comedies,0.128
DreamWorks Home: For the Holidays,Power Rangers: Megaforce: The Robo Knight Before Christmas,Movie,Children & Family Movies,0.124
DreamWorks Home: For the Holidays,Trolls Holiday Special,Movie,"Children & Family Movies, Comedies, Music & Musicals",0.102
DreamWorks Home: For the Holidays,ReMastered: Devil at the Crossroads,Movie,"Documentaries, Music & Musicals",0.101
A Holiday Engagement,A Cinderella Story,Movie,"Children & Family Movies, Comedies",0.115
A Holiday Engagement,Pup Star,Movie,"Children & Family Movies, Comedies",0.106
A Holiday Engagement,Just Friends,Movie,"Comedies, Romantic Movies",0.099
A Holiday Engagement,Spelling the Dream,Movie,"Children & Family Movies, Documentaries",0.096
A Holiday Engagement,Holly Star,Movie,"Children & Family Movies, Comedies, Romantic Movies",0.094
DreamWorks How to Train Your Dragon Legends,How to Train Your Dragon 2,Movie,Children & Family Movies,0.338
DreamWorks How to Train Your Dragon Legends,DreamWorks Holiday Classics,TV Show,"Kids' TV, TV Comedies",0.33
DreamWorks How to Train Your Dragon Legends,Dragons: Race to the Edge,TV Show,"Kids' TV, TV Action & Adventure",0.315
DreamWorks How to Train Your Dragon Legends,Dragons: Dawn of the Dragon Racers,Movie,"Children & Family Movies, Comedies",0.191
DreamWorks How to Train Your Dragon Legends,Craig Ferguson: Tickle Fight,Movie,Stand-Up Comedy,0.166
DreamWorks Kung Fu Panda Awesome Secrets,Kung Fu Panda: Holiday,Movie,"Children & Family Movies, Comedies",0.301
DreamWorks Kung Fu Panda Awesome Secrets,Kung Fu Panda: Secrets of the Scroll,Movie,"Children & Family Movies, Comedies",0.245
DreamWorks Kung Fu Panda Awesome Secrets,By the Sea,Movie,"Dramas, Romantic Movies",0.149
